i_episode: 0,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 365,	 reward_accu: 108, 	 action_length: 1006,	 running times: 1006
i_episode: 366,	 reward_accu: 108, 	 action_length: 2015,	 running times: 2015
i_episode: 367,	 reward_accu: 108, 	 action_length: 2191,	 running times: 2191
i_episode: 368,	 reward_accu: 108, 	 action_length: 1946,	 running times: 1946
i_episode: 369,	 reward_accu: 108, 	 action_length: 1173,	 running times: 1173
i_episode: 370,	 reward_accu: 108, 	 action_length: 1212,	 running times: 1212
i_episode: 371,	 reward_accu: 108, 	 action_length: 1036,	 running times: 1036
i_episode: 372,	 reward_accu: 108, 	 action_length: 1001,	 running times: 1001
i_episode: 373,	 reward_accu: 108, 	 action_length: 1120,	 running times: 1120
i_episode: 374,	 reward_accu: 108, 	 action_length: 1098,	 running times: 1098
i_episode: 375,	 reward_accu: 108, 	 action_length: 1067,	 running times: 1067
i_episode: 376,	 reward_accu: 108, 	 action_length: 1013,	 running times: 1013
i_episode: 377,	 reward_accu: 108, 	 action_length: 1065,	 running times: 1065
i_episode: 378,	 reward_accu: 108, 	 action_length: 1428,	 running times: 1428
i_episode: 379,	 reward_accu: 108, 	 action_length: 1254,	 running times: 1254
i_episode: 380,	 reward_accu: 108, 	 action_length: 1865,	 running times: 1865
i_episode: 381,	 reward_accu: 108, 	 action_length: 1076,	 running times: 1076
i_episode: 382,	 reward_accu: 108, 	 action_length: 3170,	 running times: 3170
i_episode: 383,	 reward_accu: 108, 	 action_length: 1055,	 running times: 1055
i_episode: 384,	 reward_accu: 108, 	 action_length: 1502,	 running times: 1502
i_episode: 385,	 reward_accu: 108, 	 action_length: 1150,	 running times: 1150
i_episode: 386,	 reward_accu: 108, 	 action_length: 1126,	 running times: 1126
i_episode: 387,	 reward_accu: 108, 	 action_length: 1051,	 running times: 1051
i_episode: 388,	 reward_accu: 108, 	 action_length: 1051,	 running times: 1051
i_episode: 389,	 reward_accu: 108, 	 action_length: 1019,	 running times: 1019
i_episode: 390,	 reward_accu: 108, 	 action_length: 1089,	 running times: 1089
i_episode: 391,	 reward_accu: 108, 	 action_length: 1049,	 running times: 1049
i_episode: 392,	 reward_accu: 108, 	 action_length: 1271,	 running times: 1271
i_episode: 393,	 reward_accu: 108, 	 action_length: 1051,	 running times: 1051
i_episode: 394,	 reward_accu: 108, 	 action_length: 1064,	 running times: 1064
i_episode: 395,	 reward_accu: 108, 	 action_length: 1152,	 running times: 1152
i_episode: 396,	 reward_accu: 108, 	 action_length: 1124,	 running times: 1124
i_episode: 397,	 reward_accu: 108, 	 action_length: 1151,	 running times: 1151
i_episode: 398,	 reward_accu: 108, 	 action_length: 1523,	 running times: 1523
i_episode: 399,	 reward_accu: 108, 	 action_length: 1224,	 running times: 1224
i_episode: 400,	 reward_accu: 108, 	 action_length: 1343,	 running times: 1343
i_episode: 401,	 reward_accu: 108, 	 action_length: 1061,	 running times: 1061
i_episode: 402,	 reward_accu: 108, 	 action_length: 1098,	 running times: 1098
i_episode: 403,	 reward_accu: 108, 	 action_length: 1068,	 running times: 1068
i_episode: 404,	 reward_accu: 108, 	 action_length: 966,	 running times: 966
i_episode: 405,	 reward_accu: 108, 	 action_length: 1042,	 running times: 1042
i_episode: 406,	 reward_accu: 108, 	 action_length: 1240,	 running times: 1240
i_episode: 407,	 reward_accu: 108, 	 action_length: 1525,	 running times: 1525
i_episode: 408,	 reward_accu: 108, 	 action_length: 1218,	 running times: 1218
i_episode: 409,	 reward_accu: 108, 	 action_length: 2263,	 running times: 2263
i_episode: 410,	 reward_accu: 108, 	 action_length: 1734,	 running times: 1734
i_episode: 411,	 reward_accu: 108, 	 action_length: 1031,	 running times: 1031
i_episode: 412,	 reward_accu: 108, 	 action_length: 1235,	 running times: 1235
i_episode: 413,	 reward_accu: 108, 	 action_length: 1106,	 running times: 1106
i_episode: 414,	 reward_accu: 108, 	 action_length: 1394,	 running times: 1394
i_episode: 415,	 reward_accu: 108, 	 action_length: 1056,	 running times: 1056
i_episode: 416,	 reward_accu: 108, 	 action_length: 1056,	 running times: 1056
i_episode: 417,	 reward_accu: 108, 	 action_length: 1066,	 running times: 1066
i_episode: 418,	 reward_accu: 108, 	 action_length: 1006,	 running times: 1006
i_episode: 419,	 reward_accu: 108, 	 action_length: 1079,	 running times: 1079
i_episode: 420,	 reward_accu: 108, 	 action_length: 1089,	 running times: 1089
i_episode: 421,	 reward_accu: 108, 	 action_length: 987,	 running times: 987
i_episode: 422,	 reward_accu: 108, 	 action_length: 1075,	 running times: 1075
i_episode: 423,	 reward_accu: 108, 	 action_length: 2520,	 running times: 2520
i_episode: 424,	 reward_accu: 108, 	 action_length: 3789,	 running times: 3789
i_episode: 425,	 reward_accu: 108, 	 action_length: 1086,	 running times: 1086
i_episode: 426,	 reward_accu: 108, 	 action_length: 1183,	 running times: 1183
i_episode: 427,	 reward_accu: 108, 	 action_length: 1181,	 running times: 1181
i_episode: 428,	 reward_accu: 108, 	 action_length: 1078,	 running times: 1078
i_episode: 429,	 reward_accu: 108, 	 action_length: 1079,	 running times: 1079
i_episode: 430,	 reward_accu: 108, 	 action_length: 1017,	 running times: 1017
i_episode: 431,	 reward_accu: 108, 	 action_length: 1045,	 running times: 1045
i_episode: 432,	 reward_accu: 108, 	 action_length: 1115,	 running times: 1115
i_episode: 433,	 reward_accu: 108, 	 action_length: 1048,	 running times: 1048
i_episode: 434,	 reward_accu: 108, 	 action_length: 1172,	 running times: 1172
i_episode: 435,	 reward_accu: 108, 	 action_length: 1068,	 running times: 1068
i_episode: 436,	 reward_accu: 108, 	 action_length: 1118,	 running times: 1118
i_episode: 437,	 reward_accu: 108, 	 action_length: 1383,	 running times: 1383
i_episode: 438,	 reward_accu: 108, 	 action_length: 1086,	 running times: 1086
i_episode: 439,	 reward_accu: 108, 	 action_length: 1091,	 running times: 1091
i_episode: 440,	 reward_accu: 108, 	 action_length: 1016,	 running times: 1016
i_episode: 441,	 reward_accu: 108, 	 action_length: 1082,	 running times: 1082
i_episode: 442,	 reward_accu: 108, 	 action_length: 1026,	 running times: 1026
i_episode: 443,	 reward_accu: 108, 	 action_length: 1053,	 running times: 1053
i_episode: 444,	 reward_accu: 108, 	 action_length: 1042,	 running times: 1042
i_episode: 445,	 reward_accu: 108, 	 action_length: 1067,	 running times: 1067
i_episode: 446,	 reward_accu: 108, 	 action_length: 1086,	 running times: 1086
i_episode: 447,	 reward_accu: 108, 	 action_length: 1021,	 running times: 1021
i_episode: 448,	 reward_accu: 108, 	 action_length: 1098,	 running times: 1098
i_episode: 449,	 reward_accu: 108, 	 action_length: 1090,	 running times: 1090
i_episode: 450,	 reward_accu: 108, 	 action_length: 3362,	 running times: 3362
i_episode: 451,	 reward_accu: 108, 	 action_length: 1235,	 running times: 1235
i_episode: 452,	 reward_accu: 108, 	 action_length: 1068,	 running times: 1068
i_episode: 453,	 reward_accu: 108, 	 action_length: 1255,	 running times: 1255
i_episode: 454,	 reward_accu: 108, 	 action_length: 1071,	 running times: 1071
i_episode: 455,	 reward_accu: 108, 	 action_length: 1075,	 running times: 1075
i_episode: 456,	 reward_accu: 108, 	 action_length: 1084,	 running times: 1084
i_episode: 457,	 reward_accu: 108, 	 action_length: 1108,	 running times: 1108
i_episode: 458,	 reward_accu: 108, 	 action_length: 1114,	 running times: 1114
i_episode: 459,	 reward_accu: 108, 	 action_length: 1041,	 running times: 1041
i_episode: 460,	 reward_accu: 108, 	 action_length: 1023,	 running times: 1023
i_episode: 461,	 reward_accu: 108, 	 action_length: 1163,	 running times: 1163
i_episode: 462,	 reward_accu: 108, 	 action_length: 1160,	 running times: 1160
i_episode: 463,	 reward_accu: 108, 	 action_length: 1093,	 running times: 1093
i_episode: 464,	 reward_accu: 108, 	 action_length: 2955,	 running times: 2955
i_episode: 465,	 reward_accu: 108, 	 action_length: 1078,	 running times: 1078
i_episode: 466,	 reward_accu: 108, 	 action_length: 3827,	 running times: 3827
i_episode: 467,	 reward_accu: 108, 	 action_length: 1208,	 running times: 1208
i_episode: 468,	 reward_accu: 108, 	 action_length: 1049,	 running times: 1049
i_episode: 469,	 reward_accu: 108, 	 action_length: 1086,	 running times: 1086
i_episode: 470,	 reward_accu: 108, 	 action_length: 1041,	 running times: 1041
i_episode: 471,	 reward_accu: 108, 	 action_length: 1140,	 running times: 1140
i_episode: 472,	 reward_accu: 108, 	 action_length: 1044,	 running times: 1044
i_episode: 473,	 reward_accu: 108, 	 action_length: 1093,	 running times: 1093
i_episode: 474,	 reward_accu: 108, 	 action_length: 1162,	 running times: 1162
i_episode: 475,	 reward_accu: 108, 	 action_length: 1057,	 running times: 1057
i_episode: 476,	 reward_accu: 108, 	 action_length: 1163,	 running times: 1163
i_episode: 477,	 reward_accu: 108, 	 action_length: 981,	 running times: 981
i_episode: 478,	 reward_accu: 108, 	 action_length: 1193,	 running times: 1193
i_episode: 479,	 reward_accu: 108, 	 action_length: 1137,	 running times: 1137
i_episode: 480,	 reward_accu: 108, 	 action_length: 1061,	 running times: 1061
i_episode: 481,	 reward_accu: 108, 	 action_length: 1077,	 running times: 1077
i_episode: 482,	 reward_accu: 108, 	 action_length: 1020,	 running times: 1020
i_episode: 483,	 reward_accu: 108, 	 action_length: 1273,	 running times: 1273
i_episode: 484,	 reward_accu: 108, 	 action_length: 1166,	 running times: 1166
i_episode: 485,	 reward_accu: 108, 	 action_length: 1042,	 running times: 1042
i_episode: 486,	 reward_accu: 108, 	 action_length: 1293,	 running times: 1293
i_episode: 487,	 reward_accu: 108, 	 action_length: 1104,	 running times: 1104
i_episode: 488,	 reward_accu: 108, 	 action_length: 1120,	 running times: 1120
i_episode: 489,	 reward_accu: 108, 	 action_length: 1135,	 running times: 1135
i_episode: 490,	 reward_accu: 108, 	 action_length: 1015,	 running times: 1015
i_episode: 491,	 reward_accu: 108, 	 action_length: 2827,	 running times: 2827
i_episode: 492,	 reward_accu: 108, 	 action_length: 1160,	 running times: 1160
i_episode: 493,	 reward_accu: 108, 	 action_length: 1540,	 running times: 1540
i_episode: 494,	 reward_accu: 108, 	 action_length: 1151,	 running times: 1151
i_episode: 495,	 reward_accu: 108, 	 action_length: 1118,	 running times: 1118
i_episode: 496,	 reward_accu: 108, 	 action_length: 1154,	 running times: 1154
i_episode: 497,	 reward_accu: 108, 	 action_length: 1006,	 running times: 1006
i_episode: 498,	 reward_accu: 108, 	 action_length: 1042,	 running times: 1042
i_episode: 499,	 reward_accu: 108, 	 action_length: 1061,	 running times: 1061
i_episode: 500,	 reward_accu: 108, 	 action_length: 1007,	 running times: 1007
i_episode: 501,	 reward_accu: 108, 	 action_length: 1031,	 running times: 1031
i_episode: 502,	 reward_accu: 108, 	 action_length: 1015,	 running times: 1015
i_episode: 503,	 reward_accu: 108, 	 action_length: 1049,	 running times: 1049
i_episode: 504,	 reward_accu: 108, 	 action_length: 1070,	 running times: 1070
[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 3, 0, 1, 7, 1, 3, 0, 0, 4, 1, 1, 3, 0, 4, 19, 1, 1, 7, 34, 48, 108, 22, 108, 108, 108, 108, 108, 108, 49, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 48, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 24, 108, 108, 108, 108, 108, 108, 66, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 87, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 50, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 74, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108]


all_reward:[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 3, 0, 1, 7, 1, 3, 0, 0, 4, 1, 1, 3, 0, 4, 19, 1, 1, 7, 34, 48, 108, 22, 108, 108, 108, 108, 108, 108, 49, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 48, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 24, 108, 108, 108, 108, 108, 108, 66, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 87, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 50, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 74, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108]
Training ends at2024-03-21 11:20:17.754791
1:12:47.740641
