i_episode: 0,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 377,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 378,	 reward_accu: 1, 	 action_length: 23,	 running times: 23
i_episode: 379,	 reward_accu: 3, 	 action_length: 54,	 running times: 54
i_episode: 380,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 381,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 382,	 reward_accu: 18, 	 action_length: 248,	 running times: 248
i_episode: 383,	 reward_accu: 1, 	 action_length: 94,	 running times: 94
i_episode: 384,	 reward_accu: 1, 	 action_length: 34,	 running times: 34
i_episode: 385,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 386,	 reward_accu: 1, 	 action_length: 29,	 running times: 29
i_episode: 387,	 reward_accu: 3, 	 action_length: 42,	 running times: 42
i_episode: 388,	 reward_accu: 3, 	 action_length: 30,	 running times: 30
i_episode: 389,	 reward_accu: 30, 	 action_length: 384,	 running times: 384
i_episode: 390,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 391,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 392,	 reward_accu: 6, 	 action_length: 74,	 running times: 74
i_episode: 393,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 394,	 reward_accu: 12, 	 action_length: 140,	 running times: 140
i_episode: 395,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 396,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 397,	 reward_accu: 9, 	 action_length: 176,	 running times: 176
i_episode: 398,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 399,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 400,	 reward_accu: 6, 	 action_length: 96,	 running times: 96
i_episode: 401,	 reward_accu: 6, 	 action_length: 60,	 running times: 60
i_episode: 402,	 reward_accu: 24, 	 action_length: 256,	 running times: 256
i_episode: 403,	 reward_accu: 6, 	 action_length: 92,	 running times: 92
i_episode: 404,	 reward_accu: 0, 	 action_length: 27,	 running times: 27
i_episode: 405,	 reward_accu: 4, 	 action_length: 54,	 running times: 54
i_episode: 406,	 reward_accu: 0, 	 action_length: 23,	 running times: 23
i_episode: 407,	 reward_accu: 4, 	 action_length: 74,	 running times: 74
i_episode: 408,	 reward_accu: 1, 	 action_length: 32,	 running times: 32
i_episode: 409,	 reward_accu: -1, 	 action_length: 5,	 running times: 5
i_episode: 410,	 reward_accu: 7, 	 action_length: 114,	 running times: 114
i_episode: 411,	 reward_accu: 4, 	 action_length: 81,	 running times: 81
i_episode: 412,	 reward_accu: 6, 	 action_length: 118,	 running times: 118
i_episode: 413,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 414,	 reward_accu: 0, 	 action_length: 23,	 running times: 23
i_episode: 415,	 reward_accu: 1, 	 action_length: 50,	 running times: 50
i_episode: 416,	 reward_accu: 0, 	 action_length: 13,	 running times: 13
i_episode: 417,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 418,	 reward_accu: 3, 	 action_length: 135,	 running times: 135
i_episode: 419,	 reward_accu: 6, 	 action_length: 72,	 running times: 72
i_episode: 420,	 reward_accu: 2, 	 action_length: 23,	 running times: 23
i_episode: 421,	 reward_accu: 0, 	 action_length: 22,	 running times: 22
i_episode: 422,	 reward_accu: 17, 	 action_length: 130,	 running times: 130
i_episode: 423,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 424,	 reward_accu: 6, 	 action_length: 101,	 running times: 101
i_episode: 425,	 reward_accu: 1, 	 action_length: 92,	 running times: 92
i_episode: 426,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 427,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 428,	 reward_accu: 27, 	 action_length: 348,	 running times: 348
i_episode: 429,	 reward_accu: 24, 	 action_length: 238,	 running times: 238
i_episode: 430,	 reward_accu: 9, 	 action_length: 76,	 running times: 76
i_episode: 431,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 432,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 433,	 reward_accu: 39, 	 action_length: 567,	 running times: 567
i_episode: 434,	 reward_accu: 4, 	 action_length: 56,	 running times: 56
i_episode: 435,	 reward_accu: 6, 	 action_length: 62,	 running times: 62
i_episode: 436,	 reward_accu: 23, 	 action_length: 247,	 running times: 247
i_episode: 437,	 reward_accu: 1, 	 action_length: 68,	 running times: 68
i_episode: 438,	 reward_accu: 2, 	 action_length: 49,	 running times: 49
i_episode: 439,	 reward_accu: 2, 	 action_length: 41,	 running times: 41
i_episode: 440,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 441,	 reward_accu: 15, 	 action_length: 142,	 running times: 142
i_episode: 442,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 443,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 444,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 445,	 reward_accu: 1, 	 action_length: 47,	 running times: 47
i_episode: 446,	 reward_accu: 9, 	 action_length: 116,	 running times: 116
i_episode: 447,	 reward_accu: 6, 	 action_length: 88,	 running times: 88
i_episode: 448,	 reward_accu: 10, 	 action_length: 87,	 running times: 87
i_episode: 449,	 reward_accu: 3, 	 action_length: 56,	 running times: 56
i_episode: 450,	 reward_accu: 1, 	 action_length: 38,	 running times: 38
i_episode: 451,	 reward_accu: 1, 	 action_length: 19,	 running times: 19
i_episode: 452,	 reward_accu: 10, 	 action_length: 122,	 running times: 122
i_episode: 453,	 reward_accu: 3, 	 action_length: 46,	 running times: 46
i_episode: 454,	 reward_accu: 1, 	 action_length: 27,	 running times: 27
i_episode: 455,	 reward_accu: 2, 	 action_length: 77,	 running times: 77
i_episode: 456,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 457,	 reward_accu: 25, 	 action_length: 256,	 running times: 256
i_episode: 458,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 459,	 reward_accu: 4, 	 action_length: 69,	 running times: 69
i_episode: 460,	 reward_accu: 22, 	 action_length: 194,	 running times: 194
i_episode: 461,	 reward_accu: 7, 	 action_length: 72,	 running times: 72
i_episode: 462,	 reward_accu: 4, 	 action_length: 50,	 running times: 50
i_episode: 463,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 464,	 reward_accu: 1, 	 action_length: 15,	 running times: 15
i_episode: 465,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 466,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 467,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 468,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 469,	 reward_accu: 22, 	 action_length: 213,	 running times: 213
i_episode: 470,	 reward_accu: 12, 	 action_length: 120,	 running times: 120
i_episode: 471,	 reward_accu: 6, 	 action_length: 88,	 running times: 88
i_episode: 472,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 473,	 reward_accu: 7, 	 action_length: 84,	 running times: 84
i_episode: 474,	 reward_accu: 4, 	 action_length: 43,	 running times: 43
i_episode: 475,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 476,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 477,	 reward_accu: 1, 	 action_length: 22,	 running times: 22
i_episode: 478,	 reward_accu: 21, 	 action_length: 220,	 running times: 220
i_episode: 479,	 reward_accu: 12, 	 action_length: 102,	 running times: 102
i_episode: 480,	 reward_accu: 18, 	 action_length: 146,	 running times: 146
i_episode: 481,	 reward_accu: 7, 	 action_length: 83,	 running times: 83
i_episode: 482,	 reward_accu: 4, 	 action_length: 116,	 running times: 116
i_episode: 483,	 reward_accu: 15, 	 action_length: 229,	 running times: 229
i_episode: 484,	 reward_accu: 1, 	 action_length: 24,	 running times: 24
i_episode: 485,	 reward_accu: 13, 	 action_length: 120,	 running times: 120
i_episode: 486,	 reward_accu: 3, 	 action_length: 34,	 running times: 34
i_episode: 487,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 488,	 reward_accu: 0, 	 action_length: 24,	 running times: 24
i_episode: 489,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 490,	 reward_accu: 15, 	 action_length: 158,	 running times: 158
i_episode: 491,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 492,	 reward_accu: 1, 	 action_length: 44,	 running times: 44
i_episode: 493,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 494,	 reward_accu: 1, 	 action_length: 33,	 running times: 33
i_episode: 495,	 reward_accu: 12, 	 action_length: 96,	 running times: 96
i_episode: 496,	 reward_accu: 6, 	 action_length: 64,	 running times: 64
i_episode: 497,	 reward_accu: 16, 	 action_length: 213,	 running times: 213
i_episode: 498,	 reward_accu: 1, 	 action_length: 15,	 running times: 15
i_episode: 499,	 reward_accu: 8, 	 action_length: 149,	 running times: 149
i_episode: 500,	 reward_accu: -1, 	 action_length: 8,	 running times: 8
i_episode: 501,	 reward_accu: 6, 	 action_length: 64,	 running times: 64
i_episode: 502,	 reward_accu: 3, 	 action_length: 56,	 running times: 56
i_episode: 503,	 reward_accu: 18, 	 action_length: 210,	 running times: 210
i_episode: 504,	 reward_accu: -1, 	 action_length: 7,	 running times: 7
i_episode: 505,	 reward_accu: 19, 	 action_length: 192,	 running times: 192
i_episode: 506,	 reward_accu: 9, 	 action_length: 166,	 running times: 166
i_episode: 507,	 reward_accu: 18, 	 action_length: 216,	 running times: 216
i_episode: 508,	 reward_accu: 24, 	 action_length: 228,	 running times: 228
i_episode: 509,	 reward_accu: 7, 	 action_length: 104,	 running times: 104
i_episode: 510,	 reward_accu: 6, 	 action_length: 72,	 running times: 72
i_episode: 511,	 reward_accu: 10, 	 action_length: 122,	 running times: 122
i_episode: 512,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 513,	 reward_accu: 4, 	 action_length: 48,	 running times: 48
i_episode: 514,	 reward_accu: 1, 	 action_length: 22,	 running times: 22
i_episode: 515,	 reward_accu: 40, 	 action_length: 382,	 running times: 382
i_episode: 516,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 517,	 reward_accu: 6, 	 action_length: 80,	 running times: 80
i_episode: 518,	 reward_accu: 1, 	 action_length: 32,	 running times: 32
i_episode: 519,	 reward_accu: 1, 	 action_length: 59,	 running times: 59
i_episode: 520,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 521,	 reward_accu: 3, 	 action_length: 36,	 running times: 36
i_episode: 522,	 reward_accu: 3, 	 action_length: 86,	 running times: 86
i_episode: 523,	 reward_accu: 12, 	 action_length: 101,	 running times: 101
i_episode: 524,	 reward_accu: 9, 	 action_length: 100,	 running times: 100
i_episode: 525,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 526,	 reward_accu: 1, 	 action_length: 22,	 running times: 22
i_episode: 527,	 reward_accu: 1, 	 action_length: 17,	 running times: 17
i_episode: 528,	 reward_accu: 6, 	 action_length: 64,	 running times: 64
i_episode: 529,	 reward_accu: 10, 	 action_length: 86,	 running times: 86
i_episode: 530,	 reward_accu: 4, 	 action_length: 56,	 running times: 56
i_episode: 531,	 reward_accu: 3, 	 action_length: 36,	 running times: 36
i_episode: 532,	 reward_accu: 13, 	 action_length: 160,	 running times: 160
i_episode: 533,	 reward_accu: 7, 	 action_length: 84,	 running times: 84
i_episode: 534,	 reward_accu: 21, 	 action_length: 182,	 running times: 182
i_episode: 535,	 reward_accu: 3, 	 action_length: 38,	 running times: 38
i_episode: 536,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 537,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 538,	 reward_accu: 9, 	 action_length: 88,	 running times: 88
i_episode: 539,	 reward_accu: 22, 	 action_length: 185,	 running times: 185
i_episode: 540,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 541,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 542,	 reward_accu: 1, 	 action_length: 15,	 running times: 15
i_episode: 543,	 reward_accu: 1, 	 action_length: 38,	 running times: 38
i_episode: 544,	 reward_accu: 2, 	 action_length: 53,	 running times: 53
i_episode: 545,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 546,	 reward_accu: 1, 	 action_length: 23,	 running times: 23
i_episode: 547,	 reward_accu: 6, 	 action_length: 50,	 running times: 50
i_episode: 548,	 reward_accu: 1, 	 action_length: 40,	 running times: 40
i_episode: 549,	 reward_accu: 4, 	 action_length: 56,	 running times: 56
i_episode: 550,	 reward_accu: 1, 	 action_length: 24,	 running times: 24
i_episode: 551,	 reward_accu: 21, 	 action_length: 216,	 running times: 216
i_episode: 552,	 reward_accu: 3, 	 action_length: 26,	 running times: 26
i_episode: 553,	 reward_accu: 37, 	 action_length: 364,	 running times: 364
i_episode: 554,	 reward_accu: 6, 	 action_length: 78,	 running times: 78
i_episode: 555,	 reward_accu: 1, 	 action_length: 23,	 running times: 23
i_episode: 556,	 reward_accu: 6, 	 action_length: 63,	 running times: 63
i_episode: 557,	 reward_accu: 3, 	 action_length: 44,	 running times: 44
i_episode: 558,	 reward_accu: 22, 	 action_length: 190,	 running times: 190
i_episode: 559,	 reward_accu: 1, 	 action_length: 24,	 running times: 24
i_episode: 560,	 reward_accu: 1, 	 action_length: 17,	 running times: 17
i_episode: 561,	 reward_accu: 3, 	 action_length: 38,	 running times: 38
i_episode: 562,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 563,	 reward_accu: 13, 	 action_length: 160,	 running times: 160
i_episode: 564,	 reward_accu: 11, 	 action_length: 123,	 running times: 123
i_episode: 565,	 reward_accu: 11, 	 action_length: 109,	 running times: 109
i_episode: 566,	 reward_accu: 19, 	 action_length: 169,	 running times: 169
i_episode: 567,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 568,	 reward_accu: 6, 	 action_length: 66,	 running times: 66
i_episode: 569,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 570,	 reward_accu: 4, 	 action_length: 54,	 running times: 54
i_episode: 571,	 reward_accu: 9, 	 action_length: 62,	 running times: 62
i_episode: 572,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 573,	 reward_accu: 3, 	 action_length: 48,	 running times: 48
i_episode: 574,	 reward_accu: 0, 	 action_length: 22,	 running times: 22
i_episode: 575,	 reward_accu: 0, 	 action_length: 23,	 running times: 23
i_episode: 576,	 reward_accu: 6, 	 action_length: 48,	 running times: 48
i_episode: 577,	 reward_accu: 19, 	 action_length: 171,	 running times: 171
i_episode: 578,	 reward_accu: 4, 	 action_length: 48,	 running times: 48
i_episode: 579,	 reward_accu: 3, 	 action_length: 30,	 running times: 30
i_episode: 580,	 reward_accu: 3, 	 action_length: 28,	 running times: 28
i_episode: 581,	 reward_accu: 12, 	 action_length: 140,	 running times: 140
i_episode: 582,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 583,	 reward_accu: 9, 	 action_length: 92,	 running times: 92
i_episode: 584,	 reward_accu: 16, 	 action_length: 131,	 running times: 131
i_episode: 585,	 reward_accu: 9, 	 action_length: 99,	 running times: 99
i_episode: 586,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 587,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 588,	 reward_accu: -1, 	 action_length: 7,	 running times: 7
i_episode: 589,	 reward_accu: 9, 	 action_length: 108,	 running times: 108
i_episode: 590,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 591,	 reward_accu: 4, 	 action_length: 46,	 running times: 46
i_episode: 592,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 593,	 reward_accu: 15, 	 action_length: 122,	 running times: 122
i_episode: 594,	 reward_accu: 3, 	 action_length: 48,	 running times: 48
i_episode: 595,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 596,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 597,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 598,	 reward_accu: 7, 	 action_length: 66,	 running times: 66
i_episode: 599,	 reward_accu: 27, 	 action_length: 232,	 running times: 232
i_episode: 600,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 601,	 reward_accu: 15, 	 action_length: 132,	 running times: 132
i_episode: 602,	 reward_accu: 6, 	 action_length: 60,	 running times: 60
i_episode: 603,	 reward_accu: 24, 	 action_length: 246,	 running times: 246
i_episode: 604,	 reward_accu: 6, 	 action_length: 50,	 running times: 50
i_episode: 605,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 606,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 607,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 608,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 609,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 610,	 reward_accu: 3, 	 action_length: 54,	 running times: 54
i_episode: 611,	 reward_accu: 10, 	 action_length: 111,	 running times: 111
i_episode: 612,	 reward_accu: 30, 	 action_length: 290,	 running times: 290
i_episode: 613,	 reward_accu: 8, 	 action_length: 103,	 running times: 103
i_episode: 614,	 reward_accu: 10, 	 action_length: 106,	 running times: 106
i_episode: 615,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 616,	 reward_accu: -1, 	 action_length: 5,	 running times: 5
i_episode: 617,	 reward_accu: 3, 	 action_length: 58,	 running times: 58
i_episode: 618,	 reward_accu: 2, 	 action_length: 81,	 running times: 81
i_episode: 619,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 620,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 621,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 622,	 reward_accu: 24, 	 action_length: 206,	 running times: 206
i_episode: 623,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 624,	 reward_accu: 1, 	 action_length: 28,	 running times: 28
i_episode: 625,	 reward_accu: 10, 	 action_length: 156,	 running times: 156
i_episode: 626,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 627,	 reward_accu: 1, 	 action_length: 31,	 running times: 31
i_episode: 628,	 reward_accu: 4, 	 action_length: 46,	 running times: 46
i_episode: 629,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 630,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 631,	 reward_accu: 27, 	 action_length: 242,	 running times: 242
i_episode: 632,	 reward_accu: 7, 	 action_length: 75,	 running times: 75
i_episode: 633,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 634,	 reward_accu: 3, 	 action_length: 48,	 running times: 48
i_episode: 635,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 636,	 reward_accu: 25, 	 action_length: 231,	 running times: 231
i_episode: 637,	 reward_accu: 15, 	 action_length: 128,	 running times: 128
i_episode: 638,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 639,	 reward_accu: 1, 	 action_length: 28,	 running times: 28
i_episode: 640,	 reward_accu: 4, 	 action_length: 42,	 running times: 42
i_episode: 641,	 reward_accu: 3, 	 action_length: 30,	 running times: 30
i_episode: 642,	 reward_accu: 4, 	 action_length: 44,	 running times: 44
i_episode: 643,	 reward_accu: -1, 	 action_length: 5,	 running times: 5
i_episode: 644,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 645,	 reward_accu: 3, 	 action_length: 46,	 running times: 46
i_episode: 646,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 647,	 reward_accu: 1, 	 action_length: 17,	 running times: 17
i_episode: 648,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 649,	 reward_accu: 9, 	 action_length: 86,	 running times: 86
i_episode: 650,	 reward_accu: 7, 	 action_length: 76,	 running times: 76
i_episode: 651,	 reward_accu: 6, 	 action_length: 70,	 running times: 70
i_episode: 652,	 reward_accu: 7, 	 action_length: 74,	 running times: 74
i_episode: 653,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 654,	 reward_accu: 6, 	 action_length: 64,	 running times: 64
i_episode: 655,	 reward_accu: 10, 	 action_length: 88,	 running times: 88
i_episode: 656,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 657,	 reward_accu: 4, 	 action_length: 60,	 running times: 60
i_episode: 658,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 659,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 660,	 reward_accu: 3, 	 action_length: 42,	 running times: 42
i_episode: 661,	 reward_accu: 3, 	 action_length: 34,	 running times: 34
i_episode: 662,	 reward_accu: 2, 	 action_length: 31,	 running times: 31
i_episode: 663,	 reward_accu: 13, 	 action_length: 130,	 running times: 130
i_episode: 664,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 665,	 reward_accu: 12, 	 action_length: 158,	 running times: 158
i_episode: 666,	 reward_accu: 16, 	 action_length: 169,	 running times: 169
i_episode: 667,	 reward_accu: 1, 	 action_length: 18,	 running times: 18
i_episode: 668,	 reward_accu: 25, 	 action_length: 216,	 running times: 216
i_episode: 669,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 670,	 reward_accu: 3, 	 action_length: 40,	 running times: 40
i_episode: 671,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 672,	 reward_accu: 12, 	 action_length: 144,	 running times: 144
i_episode: 673,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 674,	 reward_accu: 6, 	 action_length: 71,	 running times: 71
i_episode: 675,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 676,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 677,	 reward_accu: 10, 	 action_length: 152,	 running times: 152
i_episode: 678,	 reward_accu: 12, 	 action_length: 153,	 running times: 153
i_episode: 679,	 reward_accu: 7, 	 action_length: 94,	 running times: 94
i_episode: 680,	 reward_accu: 1, 	 action_length: 20,	 running times: 20
i_episode: 681,	 reward_accu: 1, 	 action_length: 38,	 running times: 38
i_episode: 682,	 reward_accu: 6, 	 action_length: 56,	 running times: 56
i_episode: 683,	 reward_accu: 19, 	 action_length: 228,	 running times: 228
i_episode: 684,	 reward_accu: 10, 	 action_length: 118,	 running times: 118
i_episode: 685,	 reward_accu: 3, 	 action_length: 38,	 running times: 38
i_episode: 686,	 reward_accu: 1, 	 action_length: 28,	 running times: 28
i_episode: 687,	 reward_accu: 22, 	 action_length: 190,	 running times: 190
i_episode: 688,	 reward_accu: 7, 	 action_length: 102,	 running times: 102
i_episode: 689,	 reward_accu: 3, 	 action_length: 34,	 running times: 34
i_episode: 690,	 reward_accu: 10, 	 action_length: 128,	 running times: 128
i_episode: 691,	 reward_accu: 33, 	 action_length: 262,	 running times: 262
i_episode: 692,	 reward_accu: 6, 	 action_length: 76,	 running times: 76
i_episode: 693,	 reward_accu: 7, 	 action_length: 76,	 running times: 76
i_episode: 694,	 reward_accu: 22, 	 action_length: 212,	 running times: 212
i_episode: 695,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 696,	 reward_accu: 4, 	 action_length: 66,	 running times: 66
i_episode: 697,	 reward_accu: 12, 	 action_length: 130,	 running times: 130
i_episode: 698,	 reward_accu: 18, 	 action_length: 170,	 running times: 170
i_episode: 699,	 reward_accu: 1, 	 action_length: 21,	 running times: 21
i_episode: 700,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 701,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 702,	 reward_accu: 13, 	 action_length: 129,	 running times: 129
i_episode: 703,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 704,	 reward_accu: 3, 	 action_length: 42,	 running times: 42
i_episode: 705,	 reward_accu: 25, 	 action_length: 292,	 running times: 292
i_episode: 706,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 707,	 reward_accu: 6, 	 action_length: 74,	 running times: 74
i_episode: 708,	 reward_accu: 9, 	 action_length: 90,	 running times: 90
i_episode: 709,	 reward_accu: 4, 	 action_length: 54,	 running times: 54
i_episode: 710,	 reward_accu: 6, 	 action_length: 54,	 running times: 54
i_episode: 711,	 reward_accu: 6, 	 action_length: 68,	 running times: 68
i_episode: 712,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 713,	 reward_accu: 7, 	 action_length: 86,	 running times: 86
i_episode: 714,	 reward_accu: 16, 	 action_length: 154,	 running times: 154
i_episode: 715,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 716,	 reward_accu: 37, 	 action_length: 344,	 running times: 344
i_episode: 717,	 reward_accu: 2, 	 action_length: 34,	 running times: 34
i_episode: 718,	 reward_accu: 13, 	 action_length: 122,	 running times: 122
i_episode: 719,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 720,	 reward_accu: 1, 	 action_length: 25,	 running times: 25
i_episode: 721,	 reward_accu: 1, 	 action_length: 50,	 running times: 50
i_episode: 722,	 reward_accu: 10, 	 action_length: 132,	 running times: 132
i_episode: 723,	 reward_accu: 3, 	 action_length: 38,	 running times: 38
i_episode: 724,	 reward_accu: 4, 	 action_length: 56,	 running times: 56
i_episode: 725,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 726,	 reward_accu: 12, 	 action_length: 118,	 running times: 118
i_episode: 727,	 reward_accu: 1, 	 action_length: 21,	 running times: 21
i_episode: 728,	 reward_accu: 2, 	 action_length: 87,	 running times: 87
i_episode: 729,	 reward_accu: 13, 	 action_length: 114,	 running times: 114
i_episode: 730,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 731,	 reward_accu: 1, 	 action_length: 15,	 running times: 15
i_episode: 732,	 reward_accu: 1, 	 action_length: 25,	 running times: 25
i_episode: 733,	 reward_accu: 7, 	 action_length: 81,	 running times: 81
i_episode: 734,	 reward_accu: 25, 	 action_length: 280,	 running times: 280
i_episode: 735,	 reward_accu: 15, 	 action_length: 144,	 running times: 144
i_episode: 736,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 737,	 reward_accu: 1, 	 action_length: 26,	 running times: 26
i_episode: 738,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 739,	 reward_accu: 7, 	 action_length: 74,	 running times: 74
i_episode: 740,	 reward_accu: 4, 	 action_length: 63,	 running times: 63
i_episode: 741,	 reward_accu: 3, 	 action_length: 56,	 running times: 56
i_episode: 742,	 reward_accu: 22, 	 action_length: 248,	 running times: 248
i_episode: 743,	 reward_accu: 13, 	 action_length: 142,	 running times: 142
i_episode: 744,	 reward_accu: 13, 	 action_length: 149,	 running times: 149
i_episode: 745,	 reward_accu: 12, 	 action_length: 137,	 running times: 137
i_episode: 746,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 747,	 reward_accu: 4, 	 action_length: 42,	 running times: 42
i_episode: 748,	 reward_accu: 1, 	 action_length: 18,	 running times: 18
i_episode: 749,	 reward_accu: 3, 	 action_length: 54,	 running times: 54
i_episode: 750,	 reward_accu: 10, 	 action_length: 134,	 running times: 134
i_episode: 751,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 752,	 reward_accu: 4, 	 action_length: 46,	 running times: 46
i_episode: 753,	 reward_accu: 33, 	 action_length: 280,	 running times: 280
